V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,hom2004
18,3,8,8,23,0,7,4,7,2,118,0,0,4,0,13,38,3,0,0,0,10,0,1,0,1,0,8,1,0,0,0,1,5,8,1,0,0,13,0,3,1,2,0,15,0,0,0,0,0,16,7,2,0,0,5,0,2,1,8,0,21,1,0,0,0,1,3,7,1,0,1,7,0,5,2,8,1,28,0,0,0,0,6,12,2,1,1,0,5,0,2,0,1,1,33,0,0,2,0,6,6,18
18,5,6,21,25,1,6,3,8,0,84,0,0,2,0,9,30,1,1,0,2,4,0,2,0,1,0,8,0,0,0,0,0,4,6,2,0,5,19,0,6,2,7,0,13,0,0,0,0,1,11,4,0,1,2,5,0,2,1,5,0,17,0,0,0,0,3,3,7,1,1,9,12,0,5,3,3,0,44,0,0,1,0,10,11,9,0,0,1,4,0,2,0,2,0,19,0,0,0,0,6,7,24
24,4,8,39,17,0,7,0,10,0,116,0,0,1,1,7,33,3,0,0,7,7,0,2,1,1,1,5,0,1,0,0,2,2,6,2,0,4,13,0,5,1,3,1,6,0,0,0,0,3,12,2,2,1,4,3,0,4,0,3,1,14,1,0,0,0,4,1,12,2,3,23,23,0,1,1,9,2,33,0,0,0,1,9,10,0,0,1,0,3,0,1,0,2,1,19,0,0,0,0,10,6,18
18,6,10,33,33,0,1,1,6,4,183,0,0,0,1,5,34,2,1,1,9,12,0,0,0,0,0,19,0,0,0,0,0,8,12,2,1,4,28,0,0,1,10,3,34,0,1,0,0,4,12,3,2,1,3,14,0,2,1,3,1,29,1,0,0,0,2,4,12,2,5,36,25,0,0,0,7,2,55,0,0,0,1,12,19,2,0,0,1,5,1,0,0,7,0,28,0,0,0,0,5,9,18
18,2,5,53,28,1,8,0,10,1,141,0,0,2,0,6,21,2,0,1,14,10,0,1,0,2,0,12,1,0,0,0,0,9,6,1,3,1,13,0,1,0,10,5,23,0,0,1,0,6,14,2,0,1,2,8,0,3,0,11,0,28,0,0,0,1,4,1,9,0,8,36,24,0,0,0,6,4,43,0,0,0,0,15,17,5,1,1,0,15,0,1,0,5,1,23,0,0,0,1,2,3,27
27,3,5,32,25,0,8,2,14,1,133,0,0,1,0,13,32,2,0,1,12,7,0,1,0,1,1,5,0,0,0,0,0,13,11,0,1,5,22,0,9,0,5,2,25,0,0,0,1,4,18,6,0,2,1,7,0,2,1,1,0,25,1,0,0,1,2,3,7,0,8,52,33,0,4,0,3,2,55,0,0,3,1,12,14,4,0,0,2,11,0,0,0,2,0,9,0,0,0,0,0,10,17
17,3,2,29,18,1,5,1,6,0,111,0,0,2,0,8,22,2,0,0,12,3,0,0,0,0,0,4,0,0,0,0,1,5,16,1,1,3,13,0,4,0,6,0,24,0,0,0,0,6,16,7,0,1,4,4,0,2,0,0,0,15,0,0,0,0,9,4,10,0,10,44,30,1,2,0,9,0,46,0,0,0,0,25,19,2,1,0,1,5,0,1,1,1,0,10,0,0,0,0,0,4,16
16,5,2,39,13,0,8,0,5,2,120,0,0,1,1,12,42,3,0,0,3,4,0,0,1,1,0,7,0,0,0,0,1,4,13,1,2,8,14,0,5,1,5,1,35,0,0,0,0,3,12,8,1,0,2,4,0,1,0,3,0,13,0,0,0,0,7,6,10,0,8,59,29,0,3,0,2,0,88,0,0,2,0,19,25,6,0,0,1,13,0,3,0,3,0,10,0,0,0,1,0,4,14
14,2,0,12,9,0,15,2,4,5,155,0,0,2,0,18,42,1,0,0,0,2,0,0,1,1,0,10,0,0,0,0,0,4,5,1,1,2,21,0,8,0,8,3,60,0,0,1,1,2,17,2,2,0,2,6,0,4,0,5,5,21,2,0,0,0,2,6,13,1,3,5,41,0,3,1,3,1,147,0,0,0,0,27,20,2,1,0,0,10,0,2,1,2,0,19,0,0,0,1,1,7,15
15,2,0,4,2,4,8,0,12,6,152,0,0,2,0,27,32,3,1,0,0,0,0,3,0,0,1,10,0,0,1,0,0,8,9,0,1,1,3,0,4,1,9,2,41,0,0,0,1,4,20,5,2,0,1,0,0,2,0,5,2,25,2,0,0,0,1,6,5,1,0,1,8,1,2,0,6,2,101,0,0,1,1,25,21,3,0,1,1,1,0,1,1,6,0,20,0,0,0,0,0,3,11
11,2,0,5,1,0,10,1,14,1,163,0,0,0,0,28,23,1,2,0,0,0,0,1,0,0,1,42,0,0,0,1,6,5,13,1,5,0,7,0,6,0,2,0,42,0,0,1,1,4,17,5,1,0,0,0,0,1,0,1,0,22,0,0,0,0,7,4,13,1,2,1,1,0,2,0,4,1,136,0,0,1,1,26,29,4,1,0,0,1,0,0,0,3,0,26,0,0,0,0,1,2,12
12,2,0,4,1,0,12,0,15,1,167,0,0,1,0,19,35,1,0,1,1,0,0,2,1,0,1,64,0,0,0,1,4,6,7,1,4,1,10,0,6,0,6,0,44,0,0,1,0,10,19,6,0,2,0,0,0,2,0,5,1,34,0,0,0,0,6,3,12,0,1,3,4,0,5,0,3,0,95,0,0,0,0,19,32,9,0,0,0,4,0,2,0,0,0,69,0,0,0,0,3,5,18
18,6,2,6,5,0,12,0,7,2,217,0,0,3,1,39,43,6,0,0,0,0,0,1,0,2,0,52,0,0,1,5,11,8,4,3,3,8,2,0,6,0,3,1,50,0,0,1,0,18,14,3,1,0,0,0,0,6,1,5,0,30,0,0,1,0,4,7,19,1,0,2,2,0,3,0,6,1,141,0,0,2,0,26,27,6,2,0,0,1,0,2,0,5,1,76,0,0,0,0,3,2,19
19,5,0,8,0,0,11,1,9,0,212,0,0,1,0,25,28,0,1,0,0,0,0,0,0,1,0,85,0,0,0,1,6,5,8,2,4,3,1,0,3,0,6,0,50,0,0,0,0,13,16,3,0,0,0,0,0,4,0,4,1,21,0,0,0,0,9,4,11,0,0,3,5,1,5,0,1,0,150,0,0,0,1,25,24,4,0,0,3,3,0,0,0,1,0,70,0,0,0,0,0,2,29
29,8,4,6,2,0,6,0,20,1,175,0,0,2,0,31,31,0,3,0,0,0,0,3,0,3,0,18,0,0,1,0,10,3,9,2,5,2,2,0,3,0,14,0,36,0,0,0,0,11,12,3,1,0,0,0,0,0,1,8,0,20,0,0,0,0,5,2,10,0,5,1,0,0,1,0,1,0,149,0,0,0,1,33,24,5,0,0,2,1,0,0,0,5,0,69,0,0,0,0,4,1,19
19,1,1,0,1,0,7,1,8,0,185,0,0,4,0,18,28,2,0,0,0,0,0,0,0,1,0,13,0,0,0,0,10,5,10,0,2,1,3,0,4,2,4,0,42,0,0,1,0,9,25,6,1,1,0,0,0,1,1,6,0,27,0,0,0,0,3,2,11,0,2,2,3,0,4,0,1,0,124,0,0,0,1,15,21,3,1,1,0,1,0,0,0,2,0,61,0,0,0,0,4,3,17
17,1,0,7,1,0,5,1,8,0,112,0,0,0,1,24,33,5,0,0,0,0,1,2,1,4,0,16,0,0,1,0,14,6,12,2,1,2,4,1,1,0,9,3,42,0,0,1,0,3,18,6,0,0,0,0,0,3,0,4,0,30,1,0,0,0,5,4,5,2,1,3,3,0,1,0,0,0,105,0,0,1,2,28,16,7,1,2,2,1,0,1,1,3,0,83,1,0,0,0,2,2,23
23,1,2,10,2,1,10,2,11,0,97,0,0,0,0,15,34,4,0,0,1,1,0,0,0,0,0,26,0,0,0,0,11,9,11,4,0,0,4,1,6,1,1,1,43,0,0,0,0,7,17,7,2,0,1,0,1,0,0,7,0,23,0,0,1,1,1,0,6,0,0,1,1,0,5,0,5,0,104,0,0,0,0,21,17,5,1,1,0,1,0,2,0,2,0,55,0,0,1,0,1,2,23
23,5,0,9,4,1,6,2,13,0,123,0,0,3,0,30,45,1,0,0,0,0,1,0,0,1,0,16,0,0,0,1,2,5,7,2,0,0,4,1,7,1,4,0,48,1,0,1,1,4,19,4,0,0,0,0,0,3,1,5,0,23,0,0,0,1,4,4,10,0,1,1,2,0,1,0,2,0,77,0,0,2,0,21,16,8,1,1,0,0,0,1,0,1,0,77,0,0,0,0,0,9,19
19,4,0,0,4,0,6,1,14,0,142,0,0,2,0,40,54,1,0,0,0,1,0,2,1,4,0,22,0,0,0,0,2,12,7,2,0,0,2,0,5,0,2,0,43,0,0,0,0,7,15,4,0,0,0,0,0,5,0,2,0,33,0,0,0,0,4,7,9,1,0,0,0,0,4,1,1,0,96,0,0,0,0,18,21,5,0,0,0,0,0,0,0,4,0,70,0,0,0,0,2,5,16
16,1,0,0,0,1,2,0,5,0,8,0,1,0,0,32,33,1,0,0,0,0,0,2,0,1,0,4,0,0,0,0,5,5,10,0,0,0,1,1,2,0,2,0,34,0,0,0,0,6,17,7,3,1,0,0,0,2,2,1,0,4,0,0,0,0,5,6,11,0,0,0,0,1,1,0,5,0,85,0,0,1,0,26,22,4,3,0,0,0,0,2,0,1,2,63,0,0,0,0,0,5,21
21,3,0,0,0,1,8,0,8,0,11,1,1,3,0,31,27,2,0,0,0,0,0,3,0,2,0,4,0,0,0,1,9,2,9,0,0,0,0,1,7,0,5,2,59,0,0,0,0,9,19,7,1,0,0,0,0,3,1,1,3,8,0,0,0,0,2,0,13,1,0,0,0,0,2,0,2,2,54,0,0,0,0,15,14,5,0,0,0,0,0,1,0,1,0,63,0,0,0,0,0,4,17
17,1,0,0,4,5,6,0,14,1,284,0,0,0,1,49,31,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,5,11,13,1,0,1,0,0,1,2,3,1,87,0,0,0,0,10,17,8,0,0,0,0,0,2,0,1,1,51,0,0,1,0,5,7,6,2,0,0,1,2,3,0,2,0,114,0,0,0,0,21,17,4,0,0,0,0,0,2,0,0,0,72,0,0,0,0,2,7,19
19,4,0,0,1,0,5,0,6,1,312,0,0,0,1,25,16,1,1,0,0,0,0,0,0,1,0,36,0,0,0,0,6,2,8,3,0,0,1,0,7,0,4,2,65,0,1,0,1,6,22,4,2,0,0,0,0,1,0,5,2,44,0,0,0,0,8,6,9,0,0,0,0,0,3,0,2,2,111,0,0,0,1,22,35,7,0,0,0,0,0,0,0,4,4,135,0,0,0,0,1,3,26
26,2,0,0,0,0,9,1,6,6,81,0,0,2,0,31,22,0,2,0,0,0,0,4,0,1,0,4,0,0,0,1,11,7,10,1,0,0,0,0,3,0,7,3,62,0,0,0,0,9,16,3,1,0,0,0,0,1,1,1,2,25,1,0,0,0,5,6,5,1,0,1,0,0,2,0,0,0,67,0,0,0,0,28,28,7,1,0,0,0,1,3,0,3,0,89,0,0,0,0,1,3,13
13,1,0,0,1,0,10,0,10,5,255,1,0,0,1,28,14,1,1,0,0,0,0,0,0,2,0,22,0,0,0,0,6,0,9,4,0,0,0,0,4,0,8,2,66,0,0,1,0,14,10,7,0,0,0,0,0,5,0,3,2,34,0,0,0,0,8,3,6,0,0,0,1,0,1,1,3,1,73,0,0,0,1,20,37,9,2,0,0,0,0,1,0,3,0,64,0,0,0,0,3,9,22
22,2,0,0,0,1,9,0,5,3,291,0,0,0,0,38,16,3,0,0,0,0,0,0,0,3,0,29,0,0,0,0,7,6,12,2,0,0,7,0,2,0,13,4,50,0,1,0,0,10,19,5,1,0,0,0,0,2,0,2,4,70,0,0,0,0,2,2,13,2,1,0,0,1,0,1,0,6,72,0,0,0,0,19,30,9,0,0,0,0,0,1,0,7,1,53,0,0,0,0,1,5,25
25,4,0,0,0,1,7,0,17,5,227,0,0,0,0,32,15,3,0,0,0,0,2,0,0,0,0,25,0,0,1,0,1,3,14,0,1,0,1,0,2,0,14,5,42,0,0,0,0,9,25,7,1,0,0,0,0,3,0,4,5,58,0,0,0,0,4,1,13,2,0,0,1,0,2,0,5,1,54,0,0,0,1,31,18,7,0,0,0,0,2,0,1,4,0,77,0,0,0,1,0,2,21
21,3,0,0,0,2,9,2,11,7,225,0,0,0,2,46,21,2,0,0,0,0,0,2,0,3,0,19,1,0,0,0,4,5,15,2,0,0,0,0,5,0,3,5,60,0,0,0,0,8,25,6,0,0,0,0,1,3,0,5,6,31,0,0,0,0,4,6,6,1,0,0,0,1,1,0,9,11,60,0,0,0,1,36,21,3,1,0,0,0,0,1,0,3,5,84,0,0,1,1,0,3,18
18,1,0,0,1,1,10,2,5,7,245,0,0,0,2,18,25,7,0,0,0,0,0,2,0,0,1,26,0,0,1,0,6,6,12,0,0,0,1,0,3,0,6,4,89,0,0,0,0,10,23,5,0,0,0,0,0,3,1,5,11,68,0,0,0,0,7,4,13,0,0,0,0,0,4,0,1,24,150,0,0,2,1,30,14,2,1,0,0,0,0,0,0,3,7,76,0,0,0,1,1,2,12
12,2,0,0,0,3,9,1,7,7,235,0,0,0,1,27,24,3,1,0,0,2,0,3,0,0,4,31,0,0,0,1,4,4,8,3,0,0,0,1,5,0,3,8,55,0,0,0,0,3,22,6,0,0,0,0,0,2,0,0,6,32,0,0,0,0,2,5,9,1,0,0,0,0,0,0,4,16,90,0,0,1,1,26,18,5,0,0,0,0,0,1,0,1,7,74,0,0,0,0,0,1,12
12,8,0,0,5,0,15,1,9,20,261,0,0,1,1,37,20,5,2,0,0,0,0,1,0,3,4,39,0,0,0,0,1,4,9,2,0,0,5,1,7,0,7,14,60,0,0,0,0,4,26,1,2,0,0,0,0,5,0,3,5,28,0,0,0,1,5,7,5,2,0,0,0,1,3,0,3,22,80,0,0,0,0,12,9,6,0,0,0,0,0,4,0,1,3,109,0,0,0,0,1,4,21
21,2,0,0,0,4,9,0,10,21,195,0,0,2,1,26,42,6,1,0,0,0,0,0,0,2,4,15,0,0,2,1,5,14,15,1,0,0,0,0,5,0,4,7,99,0,0,0,1,11,29,3,0,0,0,1,0,4,3,1,3,26,0,0,0,1,2,9,4,1,0,0,0,0,0,0,0,21,50,0,0,1,1,16,22,3,0,0,0,0,0,0,0,1,9,73,0,0,1,0,4,2,12
12,6,0,0,0,3,8,2,6,28,224,0,0,0,2,17,49,4,0,0,0,0,0,2,0,6,9,29,0,0,1,0,7,10,15,0,0,0,0,0,1,0,4,14,52,0,0,0,0,8,28,6,0,0,0,0,0,3,0,1,11,34,1,0,0,0,6,7,8,0,0,0,0,0,2,0,2,16,73,0,0,0,0,23,16,6,0,0,0,0,1,4,0,2,5,138,0,0,0,0,4,3,24
24,2,0,0,4,2,4,1,8,26,216,0,0,0,0,16,41,3,2,0,0,0,1,0,0,1,10,28,0,0,0,0,3,8,8,0,0,0,5,0,0,0,8,12,100,0,0,0,0,7,21,2,2,0,0,0,0,3,0,2,7,39,0,0,0,0,0,6,12,1,0,0,0,0,3,1,3,14,79,0,0,0,2,11,15,7,2,0,0,0,1,3,0,5,7,118,0,0,0,0,9,5,13
13,3,0,1,1,0,6,1,8,23,214,0,0,0,0,49,41,3,0,0,0,0,0,1,1,1,13,33,0,0,0,0,2,10,7,1,0,0,0,0,5,1,7,9,64,0,0,0,1,1,25,6,4,0,0,0,0,6,0,0,5,36,1,0,0,1,8,4,8,1,0,0,2,0,5,0,1,25,54,0,0,2,0,5,23,9,1,0,0,0,0,4,0,1,6,104,0,0,0,0,3,2,14
14,5,0,0,0,2,9,1,5,16,271,0,1,3,0,23,49,2,0,0,0,0,1,1,0,0,8,57,0,0,0,0,5,3,19,2,0,0,0,0,3,0,4,11,90,0,0,0,0,2,31,5,0,0,0,0,1,1,0,1,9,42,0,0,0,0,3,8,9,1,0,0,1,0,3,0,2,17,78,0,0,1,1,5,25,5,0,0,0,0,0,3,0,7,7,61,0,0,0,1,10,0,22
22,0,0,0,1,0,9,0,9,19,298,0,0,4,0,11,44,2,1,0,0,0,0,2,0,0,10,35,0,0,0,0,2,6,7,3,0,0,0,0,2,0,3,8,70,0,0,0,0,3,31,2,0,0,0,0,0,5,0,5,6,54,0,0,0,0,2,7,9,0,0,0,1,2,3,0,3,18,59,0,0,2,0,3,25,9,2,0,0,0,0,1,0,2,1,130,0,0,0,0,3,7,16
16,3,0,0,10,3,0,0,8,19,202,0,0,1,1,22,35,4,0,0,0,4,0,0,1,0,10,28,0,0,0,1,4,8,10,2,0,0,2,0,0,0,5,9,59,0,0,1,2,3,26,2,0,0,0,4,0,0,0,1,5,27,0,0,1,0,8,10,9,3,0,0,1,2,0,0,7,17,45,0,0,0,0,7,32,8,1,0,0,0,0,0,0,6,4,108,0,0,0,0,4,6,17
17,3,0,0,0,0,11,1,7,19,267,0,0,2,0,12,41,2,0,0,0,0,0,1,0,0,10,59,0,0,1,0,4,5,4,0,0,0,0,0,1,0,6,15,93,0,0,1,1,3,29,2,1,0,0,0,2,4,0,0,8,38,0,0,0,1,3,5,8,1,0,0,0,0,0,0,2,26,53,0,0,0,0,12,18,9,2,0,0,0,0,1,1,4,4,72,0,0,1,1,6,2,17
17,2,0,0,1,2,16,0,8,27,239,0,1,5,0,10,30,2,0,0,0,2,0,2,0,3,9,58,0,0,0,0,0,7,8,2,0,0,0,0,2,0,9,2,89,0,0,1,0,4,33,0,0,0,0,0,0,4,1,2,5,35,0,0,1,0,1,13,8,0,0,0,1,0,7,0,1,16,81,0,0,1,0,29,18,9,0,0,0,0,0,1,0,1,2,112,0,0,1,0,7,1,23
23,2,0,0,10,2,9,1,8,12,214,0,0,3,1,9,40,2,0,0,0,0,1,0,0,1,14,33,0,0,0,0,4,9,8,3,0,0,0,0,2,0,3,14,70,0,0,0,0,3,29,2,1,0,0,1,0,2,0,3,8,26,0,0,2,0,4,5,11,2,0,0,2,0,5,0,1,17,37,0,0,1,0,1,15,8,3,0,0,2,0,0,0,3,11,167,0,0,0,0,7,4,17
17,1,0,0,0,1,7,2,10,14,265,0,0,2,0,4,37,1,1,0,0,0,0,0,1,0,7,44,0,0,0,0,0,3,8,3,0,0,0,1,5,0,5,15,58,0,0,0,0,5,42,1,1,0,0,0,0,3,0,2,12,43,0,0,1,0,7,5,14,1,0,0,0,2,1,0,1,15,47,0,0,0,1,4,13,11,0,0,0,0,1,2,0,1,11,108,0,0,0,0,4,5,20
20,2,0,0,0,3,6,3,5,25,179,0,0,4,0,4,21,3,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,2,6,1,0,0,0,1,5,2,3,11,72,0,0,1,1,1,26,3,2,0,0,1,1,2,0,4,11,22,0,0,0,0,21,6,8,2,0,0,0,0,1,1,0,14,68,0,0,3,1,4,17,4,2,0,0,0,0,3,0,4,11,99,0,0,2,1,3,7,15
